"party","counter_party","notional","party_notional","cp_share_pct","party_market_share_pct"
"Standard Chartered Bank","BAML",2997125,13065717179,0.023,0.84
"Standard Chartered Bank","Macquarie Bank",2998359,13065717179,0.023,0.84
"Standard Chartered Bank","Tower Research",2119666,13065717179,0.016,0.84
"Standard Chartered Bank","AT Global Markets",2006388,13065717179,0.015,0.84
"Standard Chartered Bank","Morgan Stanley",1619870,13065717179,0.012,0.84
"Standard Chartered Bank","MFP Trading",1469413,13065717179,0.011,0.84
"Standard Chartered Bank","Edgewater Markets",1348011,13065717179,0.0103,0.84
"Standard Chartered Bank","Royal Bank of Canada Toronto",1317215,13065717179,0.0101,0.84
"Standard Chartered Bank","Bluecrest Capital Management - JPPB",1042250,13065717179,0.008,0.84
"Standard Chartered Bank","Rabo Bank",1031032,13065717179,0.0079,0.84
"Standard Chartered Bank","Equiti Capital",685795,13065717179,0.0052,0.84
"Standard Chartered Bank","UNICREDIT",515050,13065717179,0.0039,0.84
"Standard Chartered Bank","Makor Securities LLP",499516,13065717179,0.0038,0.84
"Standard Chartered Bank","TD Securities",475399,13065717179,0.0036,0.84
"Standard Chartered Bank","GTS Securities",366050,13065717179,0.0028,0.84
"Standard Chartered Bank","Citibank",363058,13065717179,0.0028,0.84
"Standard Chartered Bank","Nomura",305277,13065717179,0.0023,0.84
"Standard Chartered Bank","Bank of Montreal",200570,13065717179,0.0015,0.84
"Standard Chartered Bank","ABN POP",181481,13065717179,0.0014,0.84
"State Street Bank","Flow Traders BV",11429389095,24386655751,46.87,1.56
"State Street Bank","BNP Paribas",3650419907,24386655751,14.97,1.56
"State Street Bank","UBS",3368212549,24386655751,13.81,1.56
"State Street Bank","Barclays EB",1467469469,24386655751,6.02,1.56
"State Street Bank","Goldman Sachs",834885673,24386655751,3.42,1.56
"State Street Bank","HSBC London",710167497,24386655751,2.91,1.56
"State Street Bank","Morgan Stanley",488345437,24386655751,2,1.56
"State Street Bank","Citibank",467031211,24386655751,1.92,1.56
"State Street Bank","BAML",328475253,24386655751,1.35,1.56
"State Street Bank","Commerzbank",284505374,24386655751,1.17,1.56
"State Street Bank","Royal Bank of Canada Toronto",222546754,24386655751,0.91,1.56
"State Street Bank","Jump Trading",214319006,24386655751,0.88,1.56
"State Street Bank","ANZ",138856313,24386655751,0.57,1.56
"State Street Bank","Credit Agricole",105753788,24386655751,0.43,1.56
"State Street Bank","Jane Street",94036554,24386655751,0.39,1.56
"State Street Bank","XTX Markets",73710637,24386655751,0.3023,1.56
"State Street Bank","Hudson River Trading",66259625,24386655751,0.27,1.56
"State Street Bank","TD Securities",65736581,24386655751,0.27,1.56
"State Street Bank","Société Générale",62028115,24386655751,0.25,1.56
"State Street Bank","State Street Bank",45686331,24386655751,0.19,1.56
"State Street Bank","JP Morgan",43791203,24386655751,0.18,1.56
"State Street Bank","Virtu",30996365,24386655751,0.13,1.56
"State Street Bank","Henning Carey",30176400,24386655751,0.12,1.56
"State Street Bank","HRP PoP",25739954,24386655751,0.1055,1.56
"State Street Bank","DRW Chicago",22370589,24386655751,0.092,1.56
"State Street Bank","White Oak",11502368,24386655751,0.047,1.56
"State Street Bank","Edgewater Markets",10083718,24386655751,0.041,1.56
"State Street Bank","NatWest Markets",9612120,24386655751,0.039,1.56
"State Street Bank","Citadel",9550943,24386655751,0.039,1.56
"State Street Bank","Wells Fargo",8815730,24386655751,0.036,1.56
"State Street Bank","GTS Securities",7520081,24386655751,0.0308,1.56
"State Street Bank","Squarepoint Capital",6870591,24386655751,0.028,1.56
"State Street Bank","Nomura",5566638,24386655751,0.023,1.56
"State Street Bank","Rabo Bank",5192277,24386655751,0.021,1.56
"State Street Bank","BNY Mellon New York",4984035,24386655751,0.0204,1.56
"State Street Bank","Standard Chartered Bank",4499697,24386655751,0.019,1.56
"State Street Bank","Stratos Markets Ltd",4210742,24386655751,0.017,1.56
"State Street Bank","UNICREDIT",3113330,24386655751,0.013,1.56
"State Street Bank","Solid Trading",2908237,24386655751,0.012,1.56
"State Street Bank","SEB",2604484,24386655751,0.0107,1.56
"State Street Bank","Tower Research",2332825,24386655751,0.0096,1.56
"State Street Bank","Northern Trust",2304495,24386655751,0.0094,1.56
"State Street Bank","Bank of Montreal",2270278,24386655751,0.0093,1.56
"State Street Bank","Mizuho",2098790,24386655751,0.0086,1.56
"State Street Bank","AMA Capital",1849928,24386655751,0.0076,1.56
"State Street Bank","Sharada",1807331,24386655751,0.0074,1.56
"State Street Bank","Britannia Global Markets",1763058,24386655751,0.0072,1.56
"State Street Bank","TFS Derivatives - RBPB",1045310,24386655751,0.0043,1.56
"State Street Bank","LMAX Broker",1014570,24386655751,0.0042,1.56
"State Street Bank","FXCM",1020399,24386655751,0.0042,1.56
"State Street Bank","Makor Securities LLP",1001318,24386655751,0.0041,1.56
"State Street Bank","AT Global Markets",200556,24386655751,0.0008,1.56
"State Street Bank","Valutrades - NatWest PB",1000,24386655751,0,1.56
"State Street Bank","Swissquote",1222,24386655751,0,1.56
"Stratos Markets Ltd","Jump Trading",494161993,1703492916,29.01,0.1089
"Stratos Markets Ltd","Jane Street",348639387,1703492916,20.47,0.1089
"Stratos Markets Ltd","Hudson River Trading",301054255,1703492916,17.67,0.1089
"Stratos Markets Ltd","Flow Traders BV",296038071,1703492916,17.38,0.1089
"Stratos Markets Ltd","XTX Markets",87524085,1703492916,5.14,0.1089
"Stratos Markets Ltd","Commerzbank",73857262,1703492916,4.34,0.1089
"Stratos Markets Ltd","UBS",60476458,1703492916,3.55,0.1089
"Stratos Markets Ltd","LMAX Broker 2",9519866,1703492916,0.56,0.1089
"Stratos Markets Ltd","Goldman Sachs",9296000,1703492916,0.55,0.1089
"Stratos Markets Ltd","Citadel",6781940,1703492916,0.4,0.1089
"Stratos Markets Ltd","Virtu",5898197,1703492916,0.35,0.1089
"Stratos Markets Ltd","State Street Bank",4210742,1703492916,0.25,0.1089
"Stratos Markets Ltd","Royal Bank of Canada Toronto",2750332,1703492916,0.16,0.1089
"Stratos Markets Ltd","Tower Research",1078913,1703492916,0.063,0.1089
"Stratos Markets Ltd","Britannia Global Markets",1000325,1703492916,0.059,0.1089
"Stratos Markets Ltd","Value Opportunities VCC - QIO Fund",645904,1703492916,0.038,0.1089
"Stratos Markets Ltd","TD Securities",239848,1703492916,0.014,0.1089
"Stratos Markets Ltd","Swissquote",206368,1703492916,0.012,0.1089
"Stratos Markets Ltd","Société Générale",112970,1703492916,0.0066,0.1089
"Sumitomo Mitsui Banking Corporation","Nomura",1460862604,4541852482,32.16,0.2903
"Sumitomo Mitsui Banking Corporation","Jump Trading",1067506733,4541852482,23.5,0.2903
"Sumitomo Mitsui Banking Corporation","LMAX Broker 2",801174346,4541852482,17.64,0.2903
"Sumitomo Mitsui Banking Corporation","Hudson River Trading",261110087,4541852482,5.75,0.2903
"Sumitomo Mitsui Banking Corporation","Commerzbank",233568166,4541852482,5.14,0.2903
"Sumitomo Mitsui Banking Corporation","Virtu",214221945,4541852482,4.72,0.2903
"Sumitomo Mitsui Banking Corporation","UBS",202005218,4541852482,4.45,0.2903
"Sumitomo Mitsui Banking Corporation","ANZ",182786993,4541852482,4.02,0.2903
"Sumitomo Mitsui Banking Corporation","Barclays EB",82072318,4541852482,1.81,0.2903
"Sumitomo Mitsui Banking Corporation","Citadel",16173970,4541852482,0.36,0.2903
"Sumitomo Mitsui Banking Corporation","Goldman Sachs",15678982,4541852482,0.35,0.2903
"Sumitomo Mitsui Banking Corporation","Jane Street",3858520,4541852482,0.085,0.2903
"Sumitomo Mitsui Banking Corporation","XTX Markets",832600,4541852482,0.018,0.2903
"SVLS Research","Jump Trading",576816847,847014607,68.1,0.054
"SVLS Research","Hudson River Trading",118517463,847014607,13.99,0.054
"SVLS Research","Jane Street",55743059,847014607,6.58,0.054
"SVLS Research","UBS",40627293,847014607,4.8,0.054
"SVLS Research","Henning Carey",19684575,847014607,2.32,0.054
"SVLS Research","Flow Traders BV",13650024,847014607,1.61,0.054
"SVLS Research","Citadel",4414026,847014607,0.52,0.054
"SVLS Research","Nomura",3995642,847014607,0.47,0.054
"SVLS Research","Virtu",2340084,847014607,0.28,0.054
"SVLS Research","XTX Markets",2178952,847014607,0.26,0.054
"SVLS Research","Royal Bank of Canada Toronto",1970675,847014607,0.23,0.054
"SVLS Research","Goldman Sachs",1877643,847014607,0.22,0.054
"SVLS Research","JP Morgan",1624234,847014607,0.19,0.054
"SVLS Research","White Oak",809323,847014607,0.096,0.054
"SVLS Research","HRP PoP",619500,847014607,0.073,0.054
"SVLS Research","Sharada",505802,847014607,0.06,0.054
"SVLS Research","Equiti Capital",497513,847014607,0.059,0.054
"SVLS Research","AMA Capital",451582,847014607,0.053,0.054
"SVLS Research","TD Securities",440022,847014607,0.052,0.054
"SVLS Research","HSBC London",250348,847014607,0.03,0.054
"Swissquote","Jump Trading",200790361,622843796,32.24,0.04
"Swissquote","LMAX Broker 2",178726030,622843796,28.7,0.04
"Swissquote","Hudson River Trading",74364805,622843796,11.94,0.04
"Swissquote","Flow Traders BV",47678676,622843796,7.66,0.04
"Swissquote","Jane Street",33475942,622843796,5.37,0.04
"Swissquote","Henning Carey",19949099,622843796,3.2,0.04
"Swissquote","Commerzbank",10018541,622843796,1.61,0.04
"Swissquote","DBS Singapore",8428988,622843796,1.35,0.04
"Swissquote","XTX Markets",8280204,622843796,1.33,0.04
"Swissquote","Citadel",6216383,622843796,1,0.04
"Swissquote","TFS Derivatives - RBPB",4680008,622843796,0.75,0.04
"Swissquote","NatWest Markets",3779336,622843796,0.6068,0.04
"Swissquote","Nomura",3286015,622843796,0.53,0.04
"Swissquote","Squarepoint Capital",2742269,622843796,0.4403,0.04
"Swissquote","Virtu",2418531,622843796,0.39,0.04
"Swissquote","HSBC London",1917438,622843796,0.3079,0.04
"Swissquote","Equiti Capital",1710370,622843796,0.27,0.04
"Swissquote","Britannia Global Markets",1660844,622843796,0.27,0.04
"Swissquote","UBS",1628305,622843796,0.26,0.04
"Swissquote","JP Morgan",1362650,622843796,0.22,0.04
"Swissquote","Goldman Sachs",1306221,622843796,0.2097,0.04
"Swissquote","HRP PoP",1238231,622843796,0.2,0.04
"Swissquote","ANZ",1167362,622843796,0.19,0.04
"Swissquote","AT Global Markets",868565,622843796,0.14,0.04
"Swissquote","Société Générale",838088,622843796,0.13,0.04
"Swissquote","LMAX Broker",763065,622843796,0.12,0.04
"Swissquote","Royal Bank of Canada London",726324,622843796,0.12,0.04
"Swissquote","White Oak",501883,622843796,0.0806,0.04
"Swissquote","Tower Research",365051,622843796,0.059,0.04
"Swissquote","KGI Securities",322348,622843796,0.052,0.04
"Swissquote","Raiffeisen Bank International",311805,622843796,0.0501,0.04
"Swissquote","Gain Global Markets",268881,622843796,0.043,0.04
"Swissquote","Barclays EB",208852,622843796,0.034,0.04
"Swissquote","Stratos Markets Ltd",206368,622843796,0.033,0.04
"Swissquote","Royal Bank of Canada Toronto",150455,622843796,0.024,0.04
"Swissquote","Qube-RT",121739,622843796,0.02,0.04
"Swissquote","TD Securities",105075,622843796,0.017,0.04
"Swissquote","Sharada",104405,622843796,0.017,0.04
"Swissquote","Citibank",99863,622843796,0.016,0.04
"Swissquote","Alpfin - RBPB",27260,622843796,0.0044,0.04
"Swissquote","MFP Trading",25938,622843796,0.0042,0.04
"Swissquote","State Street Bank",1222,622843796,0.0002,0.04
"Taishin Bank","UBS",261542738,958470170,27.29,0.061
"Taishin Bank","Barclays EB",198541535,958470170,20.71,0.061
"Taishin Bank","LMAX Broker 2",111039543,958470170,11.59,0.061
"Taishin Bank","Nomura",107930142,958470170,11.26,0.061
"Taishin Bank","Jump Trading",101648535,958470170,10.61,0.061
"Taishin Bank","BNP Paribas",97430184,958470170,10.17,0.061
"Taishin Bank","Commerzbank",55388873,958470170,5.78,0.061
"Taishin Bank","XTX Markets",24723937,958470170,2.58,0.061
"Taishin Bank","LMAX Broker",124450,958470170,0.013,0.061
"Taishin Bank","Jump Trading Pacific Pte. Ltd",100233,958470170,0.0105,0.061
"TD Securities","Jump Trading",2648240640,6111208422,43.33,0.3907
"TD Securities","Hudson River Trading",1513351323,6111208422,24.76,0.3907
"TD Securities","Henning Carey",714680896,6111208422,11.69,0.3907
"TD Securities","Jane Street",232854528,6111208422,3.81,0.3907
"TD Securities","UBS",223174595,6111208422,3.65,0.3907
"TD Securities","Citadel",180414505,6111208422,2.95,0.3907
"TD Securities","JP Morgan",123776114,6111208422,2.03,0.3907
"TD Securities","Flow Traders BV",86993703,6111208422,1.42,0.3907
"TD Securities","XTX Markets",73026464,6111208422,1.2,0.3907
"TD Securities","Virtu",68300123,6111208422,1.12,0.3907
"TD Securities","State Street Bank",65736581,6111208422,1.08,0.3907
"TD Securities","Goldman Sachs",38628665,6111208422,0.63,0.3907
"TD Securities","Commerzbank",33120719,6111208422,0.54,0.3907
"TD Securities","Citibank",18549969,6111208422,0.3035,0.3907
"TD Securities","Sharada",11946372,6111208422,0.2,0.3907
"TD Securities","Société Générale",11055636,6111208422,0.1809,0.3907
"TD Securities","HSBC London",8533222,6111208422,0.14,0.3907
"TD Securities","Morgan Stanley",7368857,6111208422,0.1206,0.3907
"TD Securities","Wells Fargo",7172510,6111208422,0.12,0.3907
"TD Securities","Royal Bank of Canada Toronto",6533832,6111208422,0.1069,0.3907
"TD Securities","Credit Agricole",5824200,6111208422,0.095,0.3907
"TD Securities","White Oak",5282369,6111208422,0.086,0.3907
"TD Securities","LMAX Broker 2",5095819,6111208422,0.083,0.3907
"TD Securities","Gelber Group",4991900,6111208422,0.082,0.3907
"TD Securities","Squarepoint Capital",3752765,6111208422,0.061,0.3907
"TD Securities","BNP Paribas",3516163,6111208422,0.058,0.3907
"TD Securities","Bank of Montreal",2436866,6111208422,0.04,0.3907
"TD Securities","Barclays EB",1621134,6111208422,0.027,0.3907
"TD Securities","HRP PoP",1218568,6111208422,0.02,0.3907
"TD Securities","Tower Research",788993,6111208422,0.013,0.3907
"TD Securities","Nomura",724639,6111208422,0.012,0.3907
"TD Securities","AT Global Markets",509617,6111208422,0.0083,0.3907
"TD Securities","Standard Chartered Bank",475399,6111208422,0.0078,0.3907
"TD Securities","SVLS Research",440022,6111208422,0.0072,0.3907
"TD Securities","Velocity Trade",256355,6111208422,0.0042,0.3907
"TD Securities","UNICREDIT",249910,6111208422,0.0041,0.3907
"TD Securities","Stratos Markets Ltd",239848,6111208422,0.0039,0.3907
"TD Securities","AMA Capital",116008,6111208422,0.0019,0.3907
"TD Securities","Edgewater Markets",103518,6111208422,0.0017,0.3907
"TD Securities","Swissquote",105075,6111208422,0.0017,0.3907
"TFS Derivatives - RBPB","LMAX Broker 2",3825304601,8784147446,43.55,0.56
"TFS Derivatives - RBPB","Jump Trading",1182288358,8784147446,13.46,0.56
"TFS Derivatives - RBPB","Hudson River Trading",1023395532,8784147446,11.65,0.56
"TFS Derivatives - RBPB","Jane Street",616778006,8784147446,7.02,0.56
"TFS Derivatives - RBPB","XTX Markets",514012884,8784147446,5.85,0.56
"TFS Derivatives - RBPB","Commerzbank",444664026,8784147446,5.06,0.56
"TFS Derivatives - RBPB","Flow Traders BV",405260129,8784147446,4.61,0.56
"TFS Derivatives - RBPB","UBS",260101684,8784147446,2.96,0.56
"TFS Derivatives - RBPB","Nomura",158255373,8784147446,1.8,0.56
"TFS Derivatives - RBPB","Henning Carey",62052651,8784147446,0.7064,0.56
"TFS Derivatives - RBPB","JP Morgan",46309167,8784147446,0.53,0.56
"TFS Derivatives - RBPB","Virtu",36658203,8784147446,0.42,0.56
"TFS Derivatives - RBPB","ANZ",36092951,8784147446,0.4109,0.56
"TFS Derivatives - RBPB","Standard Chartered Bank",29789271,8784147446,0.34,0.56
"TFS Derivatives - RBPB","Citadel",20566641,8784147446,0.23,0.56
"TFS Derivatives - RBPB","Goldman Sachs",19671666,8784147446,0.22,0.56
"TFS Derivatives - RBPB","NatWest Markets",19554179,8784147446,0.22,0.56
"TFS Derivatives - RBPB","Britannia Global Markets",11912051,8784147446,0.14,0.56
"TFS Derivatives - RBPB","Equiti Capital",7750021,8784147446,0.088,0.56
"TFS Derivatives - RBPB","Société Générale",5635732,8784147446,0.064,0.56
"TFS Derivatives - RBPB","HSBC London",5555011,8784147446,0.063,0.56
"TFS Derivatives - RBPB","BNP Paribas",5265804,8784147446,0.06,0.56
"TFS Derivatives - RBPB","LMAX Broker",5074822,8784147446,0.058,0.56
"TFS Derivatives - RBPB","Swissquote",4680008,8784147446,0.053,0.56
"TFS Derivatives - RBPB","Tower Research",4342363,8784147446,0.049,0.56
"TFS Derivatives - RBPB","KGI Securities",3127051,8784147446,0.036,0.56
"TFS Derivatives - RBPB","Qube-RT",2958732,8784147446,0.034,0.56
"TFS Derivatives - RBPB","Barclays EB",2774901,8784147446,0.032,0.56
"TFS Derivatives - RBPB","White Oak",2232638,8784147446,0.025,0.56
"TFS Derivatives - RBPB","Royal Bank of Canada London",2213908,8784147446,0.025,0.56
"TFS Derivatives - RBPB","Edgewater Markets",2027251,8784147446,0.023,0.56
"TFS Derivatives - RBPB","Alpfin - RBPB",2015571,8784147446,0.023,0.56
"TFS Derivatives - RBPB","Solid Trading",1768222,8784147446,0.0201,0.56
"TFS Derivatives - RBPB","AT Global Markets",1758873,8784147446,0.02,0.56
"TFS Derivatives - RBPB","Gain Global Markets",1553635,8784147446,0.018,0.56
"TFS Derivatives - RBPB","HRP PoP",1434297,8784147446,0.016,0.56
"TFS Derivatives - RBPB","SEB",1190270,8784147446,0.014,0.56
"TFS Derivatives - RBPB","Royal Bank of Canada Toronto",1152236,8784147446,0.013,0.56
"TFS Derivatives - RBPB","State Street Bank",1045310,8784147446,0.012,0.56
"TFS Derivatives - RBPB","Credit Agricole",1046723,8784147446,0.012,0.56
"TFS Derivatives - RBPB","BAML",998297,8784147446,0.011,0.56
"TFS Derivatives - RBPB","SmartMoney",768106,8784147446,0.0087,0.56
"TFS Derivatives - RBPB","Rabo Bank",619790,8784147446,0.0071,0.56
"TFS Derivatives - RBPB","Bank of Montreal",611522,8784147446,0.007,0.56
"TFS Derivatives - RBPB","SBI",595566,8784147446,0.0068,0.56
"TFS Derivatives - RBPB","ABN POP",498356,8784147446,0.0057,0.56
"TFS Derivatives - RBPB","Velocity Trade",411004,8784147446,0.0047,0.56
"TFS Derivatives - RBPB","Sharada",272744,8784147446,0.0031,0.56
"TFS Derivatives - RBPB","Crabel Capital Management",101309,8784147446,0.0012,0.56
"Tower Research","Jump Trading",2311590482,8020278482,28.82,0.51
"Tower Research","Hudson River Trading",1611416006,8020278482,20.09,0.51
"Tower Research","LMAX Broker 2",1504333064,8020278482,18.76,0.51
"Tower Research","Jane Street",1481691312,8020278482,18.47,0.51
"Tower Research","Citadel",229355673,8020278482,2.86,0.51
"Tower Research","Flow Traders BV",190174999,8020278482,2.37,0.51
"Tower Research","Commerzbank",143435260,8020278482,1.79,0.51
"Tower Research","XTX Markets",118446671,8020278482,1.48,0.51
"Tower Research","Virtu",95331623,8020278482,1.19,0.51
"Tower Research","Nomura",86633786,8020278482,1.08,0.51
"Tower Research","Goldman Sachs",45943875,8020278482,0.57,0.51
"Tower Research","UBS",35953145,8020278482,0.45,0.51
"Tower Research","Henning Carey",29635616,8020278482,0.37,0.51
"Tower Research","Gain Global Markets",20664360,8020278482,0.26,0.51
"Tower Research","LMAX Broker",15753958,8020278482,0.2,0.51
"Tower Research","ANZ",13229688,8020278482,0.17,0.51
"Tower Research","HRP PoP",8675526,8020278482,0.1082,0.51
"Tower Research","JP Morgan",7998040,8020278482,0.1,0.51
"Tower Research","White Oak",6775129,8020278482,0.085,0.51
"Tower Research","Solid Trading",6021268,8020278482,0.075,0.51
"Tower Research","Royal Bank of Canada London",5679156,8020278482,0.0708,0.51
"Tower Research","HSBC London",5581901,8020278482,0.07,0.51
"Tower Research","Value Opportunities VCC - QIO Fund",4705003,8020278482,0.059,0.51
"Tower Research","TFS Derivatives - RBPB",4342363,8020278482,0.054,0.51
"Tower Research","BNP Paribas",4092093,8020278482,0.051,0.51
"Tower Research","Barclays EB",3861867,8020278482,0.048,0.51
"Tower Research","Royal Bank of Canada Toronto",2666324,8020278482,0.033,0.51
"Tower Research","State Street Bank",2332825,8020278482,0.029,0.51
"Tower Research","Nordea EB",2188608,8020278482,0.027,0.51
"Tower Research","Standard Chartered Bank",2119666,8020278482,0.026,0.51
"Tower Research","BAML",2101130,8020278482,0.026,0.51
"Tower Research","Alpfin - RBPB",1680259,8020278482,0.021,0.51
"Tower Research","Société Générale",1519841,8020278482,0.019,0.51
"Tower Research","Credit Agricole",1420921,8020278482,0.018,0.51
"Tower Research","Britannia Global Markets",1325787,8020278482,0.017,0.51
"Tower Research","Stratos Markets Ltd",1078913,8020278482,0.014,0.51
"Tower Research","NatWest Markets",1078970,8020278482,0.014,0.51
"Tower Research","Edgewater Markets",1080573,8020278482,0.014,0.51
"Tower Research","Morgan Stanley",1056458,8020278482,0.013,0.51
"Tower Research","Equiti Capital",1031387,8020278482,0.013,0.51
"Tower Research","Macquarie Bank",1012734,8020278482,0.013,0.51
"Tower Research","MFP Trading",957795,8020278482,0.012,0.51
"Tower Research","TD Securities",788993,8020278482,0.0098,0.51
"Tower Research","SBI",551073,8020278482,0.0069,0.51
"Tower Research","AT Global Markets",520600,8020278482,0.0065,0.51
"Tower Research","SmartMoney",475275,8020278482,0.0059,0.51
"Tower Research","Citibank",417393,8020278482,0.0052,0.51
"Tower Research","Swissquote",365051,8020278482,0.0046,0.51
"Tower Research","MN Fund",332490,8020278482,0.0041,0.51
"Tower Research","Squarepoint Capital",317550,8020278482,0.004,0.51
"Tower Research","Wells Fargo",285585,8020278482,0.0036,0.51
"Tower Research","Bank of Montreal",250417,8020278482,0.0031,0.51
"UBS","BNP Paribas",21823082670,94951859409,22.98,6.07
"UBS","Barclays EB",15165741358,94951859409,15.97,6.07
"UBS","LMAX Broker",7938522422,94951859409,8.36,6.07
"UBS","Jump Trading",5930354254,94951859409,6.25,6.07
"UBS","Morgan Stanley",4375169571,94951859409,4.61,6.07
"UBS","BAML",4123878035,94951859409,4.34,6.07
"UBS","Henning Carey",3931297357,94951859409,4.14,6.07
"UBS","State Street Bank",3368212549,94951859409,3.55,6.07
"UBS","Jane Street",3188539377,94951859409,3.36,6.07
"UBS","Hudson River Trading",2674539711,94951859409,2.82,6.07
"UBS","Citibank",2276560194,94951859409,2.4,6.07
"UBS","Société Générale",2220248356,94951859409,2.34,6.07
"UBS","Royal Bank of Canada Toronto",2048386016,94951859409,2.16,6.07
"UBS","HSBC London",1845352251,94951859409,1.94,6.07
"UBS","Flow Traders BV",1676076022,94951859409,1.77,6.07
"UBS","Nomura",1381613823,94951859409,1.46,6.07
"UBS","Citadel",1026148218,94951859409,1.08,6.07
"UBS","DBS Singapore",1011069089,94951859409,1.06,6.07
"UBS","KGI Securities",1004754804,94951859409,1.06,6.07
"UBS","Standard Chartered Bank",693086081,94951859409,0.73,6.07
"UBS","Goldman Sachs",445800146,94951859409,0.47,6.07
"UBS","National Australia Bank Melbourne",393884280,94951859409,0.41,6.07
"UBS","Commerzbank",367127056,94951859409,0.39,6.07
"UBS","Qube-RT",343307629,94951859409,0.36,6.07
"UBS","Velocity Trade",319256984,94951859409,0.34,6.07
"UBS","XTX Markets",313039982,94951859409,0.33,6.07
"UBS","HRP PoP",295639586,94951859409,0.31,6.07
"UBS","Finalto",282004912,94951859409,0.3,6.07
"UBS","LMAX Broker 2",280707755,94951859409,0.3,6.07
"UBS","Credit Agricole",271291234,94951859409,0.29,6.07
"UBS","Taishin Bank",261542738,94951859409,0.28,6.07
"UBS","TFS Derivatives - RBPB",260101684,94951859409,0.27,6.07
"UBS","JP Morgan",254513199,94951859409,0.27,6.07
"UBS","TD Securities",223174595,94951859409,0.24,6.07
"UBS","Orient Futures",218956372,94951859409,0.2306,6.07
"UBS","Gaitame",214513929,94951859409,0.23,6.07
"UBS","Sumitomo Mitsui Banking Corporation",202005218,94951859409,0.21,6.07
"UBS","Solid Trading",170607228,94951859409,0.18,6.07
"UBS","YJFX",150930574,94951859409,0.16,6.07
"UBS","Mizuho",126114652,94951859409,0.13,6.07
"UBS","ESW Manage Limited",121234985,94951859409,0.13,6.07
"UBS","Virtu",116991512,94951859409,0.12,6.07
"UBS","Alpfin - RBPB",98527868,94951859409,0.1038,6.07
"UBS","GTS Securities",94888038,94951859409,0.1,6.07
"UBS","Bank of Montreal",93471747,94951859409,0.098,6.07
"UBS","ANZ",92133118,94951859409,0.097,6.07
"UBS","GMO Click",90463301,94951859409,0.095,6.07
"UBS","Rakuten Securities",89815008,94951859409,0.095,6.07
"UBS","MFP Trading",87707995,94951859409,0.092,6.07
"UBS","Edgewater Markets",76404480,94951859409,0.0805,6.07
"UBS","Royal Bank of Canada London",64016260,94951859409,0.067,6.07
"UBS","Stratos Markets Ltd",60476458,94951859409,0.064,6.07
"UBS","Wells Fargo",58112105,94951859409,0.061,6.07
"UBS","Squarepoint Capital",52408632,94951859409,0.055,6.07
"UBS","SEB",50890070,94951859409,0.054,6.07
"UBS","White Oak",49985825,94951859409,0.053,6.07
"UBS","SBI",48251457,94951859409,0.0508,6.07
"UBS","SVLS Research",40627293,94951859409,0.043,6.07
"UBS","Tower Research",35953145,94951859409,0.038,6.07
"UBS","Hirose",33955494,94951859409,0.036,6.07
"UBS","NatWest Markets",33126494,94951859409,0.035,6.07
"UBS","Macquarie Bank",29965262,94951859409,0.032,6.07
"UBS","UNICREDIT",29112904,94951859409,0.0307,6.07
"UBS","Britannia Global Markets",26936541,94951859409,0.028,6.07
"UBS","FXCM",25432978,94951859409,0.027,6.07
"UBS","Verition - HSBC PB",23677565,94951859409,0.025,6.07
"UBS","Gain Global Markets",23447696,94951859409,0.025,6.07
"UBS","Northern Trust",22457533,94951859409,0.024,6.07
"UBS","Maybank",22027482,94951859409,0.023,6.07
"UBS","Sharada",17293565,94951859409,0.018,6.07
"UBS","Aravali AM",15714771,94951859409,0.017,6.07
"UBS","Fubon Bank TW",13472618,94951859409,0.014,6.07
"UBS","BNY Mellon New York",12572501,94951859409,0.013,6.07
"UBS","AT Global Markets",12336764,94951859409,0.013,6.07
"UBS","OCBC",11243360,94951859409,0.012,6.07
"UBS","DRW Chicago",9061254,94951859409,0.0095,6.07
"UBS","Danske Bank",8786056,94951859409,0.0093,6.07
"UBS","KGI Taiwan",8836513,94951859409,0.0093,6.07
"UBS","SmartMoney",7467324,94951859409,0.0079,6.07
"UBS","Equiti Capital",6140015,94951859409,0.0065,6.07
"UBS","Monex",6211561,94951859409,0.0065,6.07
"UBS","Rabo Bank",5023365,94951859409,0.0053,6.07
"UBS","Value Opportunities VCC - QIO Fund",4539808,94951859409,0.0048,6.07
"UBS","Savile Global Markets",3993300,94951859409,0.0042,6.07
"UBS","AMA Capital",2841214,94951859409,0.003,6.07
"UBS","Raiffeisen Bank International",2717822,94951859409,0.0029,6.07
"UBS","RBC Capital Markets",2599423,94951859409,0.0027,6.07
"UBS","ShinKong Bank",2449693,94951859409,0.0026,6.07
"UBS","Swissquote",1628305,94951859409,0.0017,6.07
"UBS","Makor Securities LLP",1000464,94951859409,0.0011,6.07
"UBS","Bluecrest Capital Management - JPPB",1040440,94951859409,0.0011,6.07
"UBS","Shanghai Commercial Bank",1001194,94951859409,0.0011,6.07
"UBS","ABN POP",992404,94951859409,0.001,6.07
"UBS","MN Fund",937647,94951859409,0.001,6.07
"UBS","Zurich Cantonal Bank",832995,94951859409,0.0009,6.07
"UBS","Valutrades - NatWest PB",706450,94951859409,0.0007,6.07
"UBS","Renaissance Technologies",704599,94951859409,0.0007,6.07
"UBS","Saxo Bank",32516,94951859409,0,6.07
"UBS","AVM Capital",9143,94951859409,0,6.07
